%# net.balmeyer.qno.dico.DictionaryCSV					
texte	type	groupe	pluriel	feminin	femininpluriel
ingerer	v				
ingestion	nf				
ingrat	nm				
ingratitude	nf				
ingrédient	nm				
inguinal	adj				
ingurgitation	nf				
ingurgiter	v				
inhabile	adj				
inhabilement	adj				
inhabileté	nf				
inhabitable	adj				
inhabité	adj				
inhabituel	adj				
inhalateur	nm				
inhalation	nf				
inhaler	v				
inherent	adj				
inhiber	v				
inhibiteur	nm				
inhibition	nf				
inhospitalier	adj				
inhumain	adj				
inhumainement	adj				
inhumation	nf				
inhumer	v				
inimaginable	adj				
inimitable	adj				
inimitié	nf				
ininflammabilité	nf				
ininflammable	adj				
inintelligemment	adj				
inintelligence	nf				
inintelligent	adj				
inintelligible	adj				
inintelligiblement	adj				
inintéressant	adj				
ininterrompu	adj				
inique	adj				
iniquement	adj				
iniquité	nf				
initial	nf				
initialement	adj				
initialisation	nf				
initialiser	v				
initiateur	nm				
initiation	nf				
initiative	nf				
initié	nm				
initier	v				
injectable	adj				
injecter	v				
injecteur	nm				
injection	nf				
injonction	nf				
injure	nf				
injurier	v				
injurieusement	adj				
injurieux	adj				
injuste	adj				
injustement	adj				
injustice	nf				
injustifiable	adj				
injustifié	adj				
inlassable	adj				
inlassablement	adj				
in memoriam	null				
inne	nm				
innervation	nf				
innerver	v				
innocemment	adj				
innocence	nf				
innocent	nm				
innocenter	v				
innocuité	nf				
innombrable	adj				
innommable	adj				
innommé	adj				
innovateur	nm				
innovation	nf				
innover	v				
inobservance	nf				
inobservation	nf				
inoccupé	adj				
in-octavo	nm				
inoculable	adj				
inoculation	nf				
inoculer	v				
inodore	adj				
inoffensif	adj				
inondation	nf				
inonder	v				
inopérable	adj				
inopérant	adj				
inopiné	adj				
inopinément	adj				
inopportun	adj				
inopportunément	adj				
inopportunité	nf				
inoubliable	adj				
inouï	adj				
inoxydable	adj				
in petto	adj				
inqualifiable	adj				
in-quarto	nm				
inquiet	nm				
inquiéter	v				
inquiétude	nf				
inquisiteur	adj				
inquisition	nf				
inracontable	adj				
insaisissable	adj				
insalubre	adj				
insalubrité	nf				
insanité	nf				
insatiable	adj				
insatiablement	adj				
insatisfaction	nf				
insatisfait	nm				
inscription	nf				
inscrire	v				
insecable	adj				
insectarium	nm				
insecte	nm				
insecticide	nm				
insectivore	nm				
insecurité	nf				
in-seize	nm				
inseminateur	adj				
insemination	nf				
inseminer	v				
insensé	adj				
insensibilisation	nf				
insensibiliser	v				
insensibilité	nf				
insensible	adj				
insensiblement	adj				
inseparable	nm				
inseparablement	adj				
inserer	v				
insertion	nf				
insidieusement	adj				
insidieux	adj				
insigne	nm				
insignifiance	nf				
insignifiant	adj				
insinuation	nf				
insinuer	v				
insipide	adj				
insipidité	nf				
insistance	nf				
insistant	adj				
insister	vi				
in situ	adj				
insociable	adj				
insolation	nf				
insolemment	adj				
insolence	nf				
insolent	nm				
insolite	nm				
insoluble	adj				
insolvabilité	nf				
insolvable	adj				
insomniaque	nm				
insomnie	nf				
insondable	adj				
insonore	adj				
insonorisation	nf				
insonoriser	v				
insouciance	nf				
insouciant	nm				
insoumis	adj				
insoupçonnable	adj				
insoupçonné	adj				
insoutenable	adj				
inspecter	v				
inspecteur	nm				
inspection	nf				
inspirateur	nm				
inspiration	nf				
inspirer	v				
instabilité	nf				
instable	nm				
installation	nf				
installer	v				
instamment	adj				
instance	nf				
instant	nm				
instant	adj				
instantané	nm				
instantanéité	nf				
instantanément	adj				
instar (à l')	null				
instaurateur	nm				
instauration	nf				
instaurer	v				
instigateur	nm				
instigation	nf				
instiller	v				
instinct	nm				
instinctif	adj				
instinctivement	adj				
instituer	v				
institut	nm				
instituteur	nm				
institution	nf				
institutionnalisation	nf				
institutionnaliser	v				
institutionnel	adj				
Institut universitaire de technologie	null				
instructif	adj				
instruction	nf				
instruire	v				
instruit	adj				
instrument	nm				
instrumental	adj				
instrumentation	nf				
insubmersibilité	nf				
insubmersible	adj				
insubordination	nf				
insubordonné	adj				
insuccès	nm				
insu de (à l')	null				
insuffisamment	adj				
insuffisance	nf				
insuffisant	adj				
insufflation	nf				
insuffler	v				
insulaire	nm				
insuline	nf				
insultant	adj				
insulte	nf				
insulter	v				
insupportable	adj				
insupportablement	adj				
insurger (s')	null				
insurmontable	adj				
insurpassable	adj				
insurrection	nf				
insurrectionnel	adj				
intact	adj				
intaille	nf				
intangibilité	nf				
intangible	adj				
intarissable	adj				
intarissablement	adj				
integral	adj				
integrale	nf				
integralement	adj				
integralité	nf				
integrant	adj				
integration	nf				
integre	adj				
integrer	v				
integrité	nf				
intellect	nm				
intellectualiser	v				
intellectuel	nm				
intellectuellement	adj				
intelligemment	adj				
intelligence	nf				
intelligent	adj				
intelligentsia	nf				
intelligibilité	nf				
intelligible	adj				
intelligiblement	adj				
intempérance	nf				
intempérant	adj				
intempérie	nf				
intempestif	adj				
intempestivement	adj				
intemporel	adj				
intenable	adj				
intendance	nf				
intendant	nm				
intense	adj				
intensément	adj				
intensif	adj				
intensification	nf				
intensifier	v				
intensité	nf				
intensivement	adj				
intenter	v				
intention	nf				
intentionné	adj				
intentionnel	adj				
intentionnellement	adj				
inter-	null				
interactif	adj				
interaction	nf				
interallié	adj				
interarmées	adj				
interarmes	adj				
intercalaire	nm				
intercaler	v				
intercéder	vi				
intercepter	v				
interception	nf				
intercession	nf				
interchangeable	adj				
interclubs	adj				
intercontinental	adj				
intercostal	adj				
interdépartemental	adj				
interdépendance	nf				
interdépendant	adj				
interdiction	nf				
interdire	v				
interdisciplinaire	adj				
interdit	nm				
interessant	adj				
interessé	adj				
interessement	nm				
interesser	v				
interêt	nm				
interface	nf				
interférence	nf				
interférer	vi				
interieur	nm				
interieurement	adj				
interim	nm				
interimaire	adj				
interimaire	nm				
interiorisation	nf				
interioriser	v				
interiorité	nf				
interjectif	adj				
interjection	nf				
interjeter	v				
interligne	nm				
interlocuteur	nm				
interlope	adj				
interloquer	v				
interlude	nm				
intermède	nm				
intermédiaire	nm				
interminable	adj				
interminablement	adj				
interministériel	adj				
intermittent	adj				
internat	nm				
international	adj				
internationalisation	nf				
internationaliser	v				
International Standard Book Number	null				
International Standard Organization	null				
International Standard Serial Number	null				
interne	nm				
internement	nm				
interner	v				
interpeller	v				
interpénétration	nf				
interpénétrer (s')	null				
interphone	nm				
interplanétaire	adj				
interposé	adj				
interposer	v				
interprétariat	nm				
interprétation	nf				
interprète	nm				
interpréter	v				
interprofessionnel	adj				
interrègne	nm				
interrelation	nf				
interrogateur	adj				
interrogatif	adj				
interrogation	nf				
interrogativement	adj				
interrogatoire	nm				
interroger	v				
interrompre	v				
interrupteur	nm				
interruption	nf				
interruption volontaire de grossesse	null				
intersection	nf				
intersidéral	adj				
interstellaire	adj				
interstice	nm				
interstitiel	adj				
intersyndical	adj				
interurbain	adj				
intervalle	nm				
intervenant	nm				
intervenir	vi				
intervention	nf				
interversion	nf				
intervertir	v				
interview	nf				
interviewer	v				
intestat	nm				
intestat (ab)	null				
intestin	nm				
intestinal	adj				
inti	nm				
intime	nm				
intimé	nm				
intimement	adj				
intimer	v				
intimidant	adj				
intimidation	nf				
intimider	v				
intimité	nf				
intitulé	nm				
intituler	v				
intolérable	adj				
intolérance	nf				
intolérant	nm				
intonation	nf				
intoxication	nf				
intoxiquer	v				
intra-	null				
intraduisible	adj				
intraitable	adj				
intra-muros	adj				
intramusculaire	adj				
intransigeance	nf				
intransigeant	nm				
intransitif	nm				
intransitivement	adj				
intransportable	adj				
intra-utérin	adj				
intraveineux	nf				
intrépide	adj				
intrépidement	adj				
intrépidité	nf				
intrigant	nm				
intrigue	nf				
intriguer	v				
intrinsèque	adj				
intrinsèquement	adj				
intro-	null				
introduction	nf				
introduire	v				
intronisation	nf				
introniser	v				
introspectif	adj				
introspection	nf				
introuvable	adj				
introverti	nm				
intrus	nm				
intrusion	nf				
intuitif	nm				
intuition	nf				
intuitivement	adj				
inuit	adj				
Inuk	nm				
inusable	adj				
inusité	adj				
inutile	adj				
inutilement	adj				
inutilisable	adj				
inutilité	nf				
invaincu	adj				
invalidation	nf				
invalide	nm				
invalider	v				
invalidité	nf				
invariabilité	nf				
invariable	adj				
invariablement	adj				
invasion	nf				
invective	nf				
invectiver	v				
invendable	adj				
invendu	nm				
inventaire	nm				
inventer	v				
inventeur	nm				
inventif	adj				
invention	nf				
inventorier	v				
inverifiable	adj				
inverse	nm				
inversement	adj				
inverser	v				
inversion	nf				
invertébré	nm				
investigation	nf				
investir	v				
investissement	nm				
investisseur	nm				
investiture	nf				
invetéré	adj				
invincibilité	nf				
invincible	adj				
invinciblement	adj				
inviolabilité	nf				
inviolable	adj				
invisibilité	nf				
invisible	adj				
invisiblement	adj				
invitation	nf				
invite	nf				
invité	nm				
inviter	v				
in vitro	adj				
invivable	adj				
in vivo	adj				
invocation	nf				
involontaire	adj				
involontairement	adj				
invoquer	v				
invraisemblable	adj				
invraisemblablement	adj				
invraisemblance	nf				
invulnérabilité	nf				
invulnérable	adj				
iode	nm				
ion	nm				
ionique	adj				
iota	nm				
ipso facto	adj				
ir-	null				
irakien	nm				
iranien	nm				
irascibilité	nf				
irascible	adj				
irato (ab)	null				
ire	nf				
iridescent	adj				
iris	nm				
irisation	nf				
iriser	v				
irlandais	nm				
ironie	nf				
ironique	adj				
ironiquement	adj				
ironiser	vi				
iroquois	nm				
irradiation	nf				
irradier	v				
irrationnel	nm				
irrealisable	adj				
irrealisme	nm				
irrealiste	adj				
irrealité	nf				
irrecevabilité	nf				
irrecevable	adj				
irreconciliable	adj				
irrecouvrable	adj				
irrecupérable	adj				
irrecusable	adj				
irreductible	adj				
irreel	adj				
irrefléchi	adj				
irrefutable	adj				
irregularité	nf				
irregulier	adj				
irregulièrement	adj				
irremédiable	nm				
irremédiablement	adj				
irremplaçable	adj				
irreparable	nm				
irrepressible	adj				
irreprochable	adj				
irresistible	adj				
irresistiblement	adj				
irresolu	adj				
irresolution	nf				
irrespirable	adj				
irresponsabilité	nf				
irresponsable	nm				
irrevérence	nf				
irrevérencieusement	adj				
irrevérencieux	adj				
irreversibilité	nf				
irreversible	adj				
irrevocabilité	nf				
irrevocable	adj				
irrevocablement	adj				
irrigation	nf				
irriguer	v				
irritabilité	nf				
irritable	adj				
irritant	adj				
irritation	nf				
irriter	v				
irruption	nf				
isabelle	nm				
isba	nf				
ISBN	null				
islam	nm				
islamique	adj				
islamisme	nm				
islandais	nm				
ISO	null				
iso-	null				
isocèle	adj				
isolant	nm				
isolation	nf				
isolement	nm				
isolément	adj				
isoler	v				
isoloir	nm				
israélien	nm				
israélite	nm				
ISSN	null				
issu	adj				
issue	nf				
isthme	nm				
italianiser	v				
italianisme	nm				
italien	nm				
italique	nm				
item	adj				
iteratif	adj				
itinéraire	nm				
itinérant	adj				
itou	adj				
I.U.T.	null				
I.V.G.	null				
ivoire	nm				
ivoirien	nm				
ivoirin	adj				
ivraie	nf				
ivre	adj				
ivresse	nf				
ivrogne	nm				
ivrognerie	nf				
J	null				
jabot	nm				
jacassement	nm				
jacasser	vi				
jacasserie	nf				
jachère	nf				
jacinthe	nf				
jacquard	nm				
jacquet	nm				
jade	nm				
jadis	adj				
jaguar	nm				
jaillir	vi				
jaillissement	nm				
jais	nm				
jalon	nm				
jalonnement	nm				
jalonner	v				
jalousement	adj				
jalouser	v				
jalousie	nf				
jaloux	nm				
jamaïquain	nm				
jamais	adj				
jambage	nm				
jambe	nf				
jambière	nf				
jambon	nm				
jambonneau	nm				
jamboree	nm				
janséniste	nm				
jante	nf				
janvier	nm				
japonais	nm				
jappement	nm				
japper	vi				
jaquette	nf				
jardin	nm				
jardinage	nm				
jardiner	vi				
jardinerie	nf				
jardinet	nm				
jardinier	nm				
jardinier	adj				
jardinière	nf				
jardinière d'enfants	nf				
jargon	nm				
jarre	nf				
jarret	nm				
jarretelle	nf				
jarretière	nf				
jars	nm				
jaser	vi				
jasmin	nm				
jaspe	nm				
jaspé	nm				
jaspiner	vi				
jatte	nf				
jauge	nf				
jauger	v				
jaunâtre	adj				
jaune	nm				
jaunir	v				
jaunisse	nf				
jaunissement	nm				
java	nf				
javanais	nm				
javelage	nm				
Javel (eau de)	nf				
javeler	v				
javelle	nf				
javelliser	v				
javelot	nm				
jazz	nm				
je	null				
jean	nm				
jean-foutre	nm				
jeannette	nf				
jeep	nf				
je-ne-sais-quoi	nm				
jeremiade	nf				
jeroboam	nm				
jerrican	nm				
jersey	nm				
jesuite	nm				
jesus	nm				
jet	nm				
jet	nm				
jetable	adj				
jetee	nf				
jeter	v				
jeton	nm				
jeu	nm				
jeudi	nm				
jeun (à)	adj				
jeune	nm				
jeune	nm				
jeuner	vi				
jeunesse	nf				
jingle	nm				
jiu-jitsu	nm				
joaillerie	nf				
joaillier	nm				
job	nm				
jockey	nm				
jodhpurs	nm				
jogging	nm				
joie	nf				
joindre	v				
joint	nm				
joint	adj				
jointoyer	v				
jointure	nf				
joker	nm				
joli	adj				
joliesse	nf				
joliment	adj				
jonc	nm				
joncher	v				
jonction	nf				
jongler	vi				
jongleur	nm				
jonque	nf				
jonquille	nf				
jordanien	nm				
joual	nm				
joue	nf				
jouer	v				
jouet	nm				
joueur	nm				
joufflu	adj				
joug	nm				
jouir	v				
jouissance	nf				
jouisseur	nm				
jouissif	adj				
joujou	nm				
joule	nm				
journal	nm				
journalier	nm				
journalisme	nm				
journaliste	nm				
journalistique	adj				
journée	nf				
joute	nf				
jouvence	nf				
jouvenceau	nm				
jouxter	v				
jovial	adj				
jovialement	adj				
jovialité	nf				
joyau	nm				
joyeusement	adj				
joyeux	adj				
jube	nm				
jubilaire	nm				
jubilation	nf				
